CHROM	POS	F1	F2	F3	M1	M2	M3
k141_7345028	665	0	0	0	19	11	20
k141_7345028	666	0	0	0	19	10	20
k141_7345028	667	0	0	0	19	10	22
k141_7345028	668	0	0	0	18	10	21
k141_7345028	669	0	0	0	18	10	21
k141_7345028	670	0	0	0	17	10	22
k141_7345028	671	0	0	0	17	10	23
k141_7345028	672	0	0	0	17	10	23
k141_7345028	673	0	0	0	17	10	24
k141_7345028	674	0	0	0	16	9	23
k141_7345028	675	0	0	0	15	9	26
k141_7345028	676	0	0	0	14	9	25
k141_7345028	677	0	0	0	13	10	25
k141_7345028	678	0	0	0	13	10	25
k141_7345028	679	0	0	0	13	10	25
k141_7345028	680	0	0	0	13	10	26
k141_7345028	681	0	0	0	13	10	26
k141_7345028	682	0	0	0	13	10	27
k141_7345028	683	0	0	0	13	9	27
k141_7345028	684	0	0	0	13	10	27
k141_7345028	685	0	0	0	13	11	27
k141_7345028	686	0	0	0	13	11	27
k141_7345028	687	0	0	0	12	11	27
k141_7345028	688	0	0	0	13	11	27
k141_7345028	689	0	0	0	13	11	27
k141_7345028	690	0	0	0	13	11	27
k141_7345028	691	0	0	0	13	11	26
k141_7345028	692	0	0	0	13	12	26
k141_7345028	693	0	0	0	13	12	26
k141_7345028	694	0	0	0	13	12	26
k141_7345028	695	0	0	0	13	12	26
k141_7345028	696	2	0	0	13	12	28
k141_7345028	697	2	0	0	13	12	28
k141_7345028	698	2	0	0	13	12	28
k141_7345028	699	2	0	0	13	12	28
k141_7345028	700	2	0	0	13	12	28
k141_7345028	701	2	0	0	14	12	28
k141_7345028	702	2	0	0	14	12	28
k141_7345028	703	2	0	0	14	12	28
k141_7345028	704	2	0	0	14	12	28
k141_7345028	705	2	0	0	14	12	28
k141_7345028	706	2	0	0	14	12	28
k141_7345028	707	2	0	0	14	12	28
k141_7345028	708	2	0	0	14	12	28
k141_7345028	709	2	0	0	14	12	28
k141_7345028	710	2	0	0	14	12	28
k141_7345028	711	2	0	0	14	14	28
k141_7345028	712	2	0	0	14	14	29
k141_7345028	713	2	0	0	14	14	29
k141_7345028	714	2	0	0	13	14	29
k141_7345028	715	2	0	0	13	14	29
k141_7345028	716	2	0	0	13	14	29
k141_7345028	717	0	0	0	13	14	29
k141_7345028	718	0	0	0	13	14	29
k141_7345028	719	0	0	0	13	14	29
k141_7345028	720	0	0	0	13	14	29
k141_7345028	721	0	0	0	13	14	29
k141_7345028	722	0	0	0	13	14	29
k141_7345028	723	0	0	0	13	14	28
k141_7345028	724	0	0	0	13	14	28
k141_7345028	725	0	0	0	12	14	28
k141_7345028	726	0	0	0	12	14	28
k141_7345028	727	0	0	0	13	13	28
k141_7345028	728	0	0	0	10	13	25
k141_7345028	729	0	0	0	10	13	25
k141_7345028	730	0	0	0	9	13	23
k141_7345028	731	0	0	0	9	13	23
k141_7345028	732	0	0	2	8	11	23
k141_7345028	733	0	0	2	8	11	23
k141_7345028	734	0	0	2	8	11	23
k141_7345028	735	0	0	2	8	11	23
k141_7345028	736	0	0	2	8	11	23
k141_7345028	737	0	0	2	8	9	20
k141_7345028	738	0	0	2	8	9	20
k141_7345028	739	0	0	2	8	10	20
k141_7345028	740	0	0	2	8	10	20
k141_7345028	741	0	0	2	8	10	20
k141_7345028	742	0	0	2	8	10	20
k141_7345028	743	0	0	2	8	10	20
k141_7345028	744	0	0	2	8	10	20
k141_7345028	745	0	0	2	8	10	20
k141_7345028	746	0	0	2	8	10	20
k141_7345028	747	0	0	2	8	10	20
k141_7345028	748	0	0	2	8	10	20
k141_7345028	749	0	0	2	8	10	20
k141_7345028	750	0	0	2	8	10	20
k141_7345028	751	0	0	0	8	10	20
k141_7345028	752	0	0	0	8	10	20
k141_7345028	753	0	0	0	8	10	20
k141_7345028	754	0	0	0	8	11	20
k141_7345028	755	0	0	0	8	11	20
k141_7345028	756	0	0	0	8	12	20
k141_7345028	757	0	0	0	8	12	20
k141_7345028	758	0	0	0	8	12	20
k141_7345028	759	0	0	0	8	12	20
k141_7345028	760	0	0	0	8	12	20
k141_7345028	761	0	0	0	8	12	20
k141_7345028	762	0	0	0	8	12	20
k141_7345028	763	0	0	0	8	12	19
k141_7345028	764	0	0	0	9	12	19
k141_7345028	765	0	0	0	9	12	19
k141_7345028	766	0	0	0	9	12	19
k141_7345028	767	0	0	0	9	12	19
k141_7345028	768	0	0	0	9	12	19
k141_7345028	769	0	0	0	9	11	19
k141_7345028	770	0	0	0	9	11	19
k141_7345028	771	0	0	0	9	12	19
k141_7345028	772	0	0	0	9	12	19
k141_7345028	773	0	0	0	9	12	19
k141_7345028	774	0	0	0	9	14	19
k141_7345028	775	0	0	0	9	13	19
k141_7345028	776	0	0	0	11	14	19
k141_7345028	777	0	0	0	10	12	19
k141_7345028	778	2	0	0	10	12	19
k141_7345028	779	2	0	0	10	12	19
k141_7345028	780	2	0	0	10	12	19
k141_7345028	781	2	0	0	9	12	17
k141_7345028	782	2	0	0	9	12	17
k141_7345028	783	2	0	0	9	12	17
k141_7345028	784	2	0	0	9	12	17
k141_7345028	785	2	0	0	9	12	17
k141_7345028	786	2	0	0	9	12	18
k141_7345028	787	2	0	0	9	13	17
k141_7345028	788	2	0	0	9	13	17
k141_7345028	789	2	0	0	9	13	15
k141_7345028	790	2	0	0	9	13	16
k141_7345028	791	2	0	0	9	13	16
k141_7345028	792	2	0	0	9	13	14
k141_7345028	793	2	0	0	9	13	14
k141_7345028	794	2	0	0	9	13	14
k141_7345028	795	2	0	0	9	13	14
k141_7345028	796	2	0	0	9	13	14
k141_7345028	797	0	0	0	10	13	14
k141_7345028	798	0	0	0	10	13	14
k141_7345028	799	0	0	0	10	13	14
k141_7345028	800	0	0	0	10	12	14
k141_7345028	801	0	0	0	10	12	14
k141_7345028	802	0	0	0	9	13	14
k141_7345028	803	0	0	0	8	13	12
k141_7345028	804	0	0	0	8	13	12
k141_7345028	805	0	0	0	8	13	12
k141_7345028	806	0	0	0	8	13	12
k141_7345028	807	0	0	0	8	13	12
k141_7345028	808	0	0	0	8	12	12
k141_7345028	809	0	0	0	8	13	12
k141_7345028	810	0	0	0	8	13	11
k141_7345028	811	0	0	0	8	13	13
k141_7345028	812	0	0	0	8	13	12
k141_7345028	813	0	0	0	8	14	11
k141_7345028	814	0	0	0	8	14	11
k141_7345028	815	0	0	0	8	14	11
k141_7345028	816	0	0	0	8	14	11
k141_7345028	817	0	0	0	8	15	10
k141_7345028	818	0	0	0	8	15	10
k141_7345028	819	0	0	0	8	15	10
k141_7345028	820	0	0	0	9	15	10
k141_7345028	821	0	0	0	9	15	10
k141_7345028	822	0	0	0	9	15	9
k141_7345028	823	0	0	0	9	15	9
k141_7345028	824	0	0	0	9	15	8
k141_7345028	825	0	0	0	9	15	8
k141_7345028	826	0	0	0	9	15	8
k141_7345028	827	0	0	0	9	15	8
k141_7345028	828	0	0	0	9	15	8
k141_7345028	829	0	0	0	9	15	8
k141_7345028	830	0	0	0	8	15	8
k141_7345028	831	0	0	0	8	15	8
k141_7345028	832	0	0	0	8	15	8
k141_7345028	833	0	0	0	9	15	8
k141_7345028	834	0	0	0	9	15	8
k141_7345028	835	0	0	0	9	15	8
k141_7345028	836	0	0	0	9	15	8
k141_7345028	837	0	0	0	9	15	9
k141_7345028	838	0	0	0	9	16	7
k141_7345028	839	0	0	0	9	16	7
k141_7345028	840	0	0	0	9	16	7
k141_7345028	841	0	0	0	9	16	7
k141_7345028	842	0	0	0	9	16	7
k141_7345028	843	0	0	0	8	16	8
k141_7345028	844	0	0	0	8	16	8
k141_7345028	845	0	0	0	8	16	8
k141_7345028	846	0	0	0	8	16	9
k141_7345028	847	0	0	0	8	16	9
k141_7345028	848	0	0	0	9	16	9
k141_7345028	849	0	0	0	9	16	9
k141_7345028	850	0	0	0	9	16	10
k141_7345028	851	0	0	0	9	16	10
k141_7345028	852	0	0	0	9	16	10
k141_7345028	853	0	0	0	9	14	11
k141_7345028	854	0	0	0	9	14	10
k141_7345028	855	0	0	0	9	14	10
k141_7345028	856	0	0	0	9	14	10
k141_7345028	857	0	0	0	9	14	10
k141_7345028	858	0	0	0	9	14	10
k141_7345028	859	0	0	0	9	14	10
k141_7345028	860	0	0	0	8	14	11
k141_7345028	861	0	2	0	8	14	11
k141_7345028	862	0	2	0	8	14	11
k141_7345028	863	0	2	0	8	14	11
k141_7345028	864	0	2	0	8	14	11
k141_7345028	865	0	2	0	9	14	12
k141_7345028	866	0	2	0	9	14	12
k141_7345028	867	0	2	0	9	15	13
k141_7345028	868	0	2	0	9	15	13
k141_7345028	869	0	2	0	8	15	13
k141_7345028	870	0	2	0	8	15	13
k141_7345028	871	0	2	0	8	14	12
k141_7345028	872	0	2	0	8	14	13
k141_7345028	873	0	2	0	8	14	13
k141_7345028	874	0	2	0	9	14	13
k141_7345028	875	0	2	0	10	15	14
k141_7345028	876	0	2	0	10	15	14
k141_7345028	877	0	2	0	10	16	15
k141_7345028	878	0	2	0	11	16	15
k141_7345028	879	0	2	0	11	16	15
k141_7345028	880	0	0	0	13	16	15
k141_7345028	881	0	0	0	13	15	15
k141_7345028	882	0	0	0	13	15	15
k141_7345028	883	0	0	0	13	15	15
k141_7345028	884	0	0	0	13	15	16
k141_7345028	885	0	0	0	13	16	16
k141_7345028	886	0	0	0	13	16	16
k141_7345028	887	0	0	0	13	16	16
k141_7345028	888	0	0	0	13	16	16
k141_7345028	889	0	0	0	13	16	16
k141_7345028	890	0	0	0	13	16	16
k141_7345028	891	0	0	0	13	16	16
k141_7345028	892	0	0	0	13	16	17
k141_7345028	893	0	0	0	13	17	17
k141_7345028	894	0	0	0	13	17	17
k141_7345028	895	0	0	0	13	17	17
k141_7345028	896	0	0	0	13	16	17
k141_7345028	897	0	0	0	13	16	17
k141_7345028	898	0	0	0	13	15	17
k141_7345028	899	0	0	0	11	15	17
k141_7345028	900	0	0	0	11	15	17
k141_7345028	901	0	0	0	11	15	17
k141_7345028	902	0	0	0	11	16	17
k141_7345028	903	0	0	0	11	16	17
k141_7345028	904	0	0	0	11	16	17
k141_7345028	905	0	0	0	11	16	17
k141_7345028	906	0	0	0	10	16	17
k141_7345028	907	0	0	0	10	16	17
k141_7345028	908	0	0	0	10	16	18
k141_7345028	909	0	0	0	10	16	18
k141_7345028	910	0	0	0	10	16	18
k141_7345028	911	0	0	0	10	16	18
k141_7345028	912	0	0	0	10	16	18
k141_7345028	913	0	0	0	10	15	18
k141_7345028	914	0	0	0	10	15	18
k141_7345028	915	0	0	0	10	15	19
k141_7345028	916	0	0	0	10	13	19
k141_7345028	917	0	0	0	10	13	19
k141_7345028	918	0	0	0	8	12	19
k141_7345028	919	0	0	0	8	12	19
k141_7345028	920	0	0	0	8	13	19
k141_7345028	921	0	0	0	8	13	19
k141_7345028	922	0	0	0	8	13	19
k141_7345028	923	0	0	0	8	13	20
k141_7345028	924	0	0	0	8	13	20
k141_7345028	925	0	0	0	9	13	21
k141_7345028	926	0	0	0	9	13	21
k141_7345028	927	0	0	0	9	13	22
k141_7345028	928	0	0	0	9	14	21
k141_7345028	929	0	0	0	9	13	21
k141_7345028	930	0	0	0	11	13	21
k141_7345028	931	0	0	0	11	13	21
k141_7345028	932	0	0	0	11	13	20
k141_7345028	933	0	0	0	11	13	20
k141_7345028	934	0	0	0	11	13	20
k141_7345028	935	0	0	0	11	13	21
k141_7345028	936	0	0	0	11	13	21
k141_7345028	937	0	0	0	11	13	21
k141_7345028	938	0	0	0	11	13	21
k141_7345028	939	0	0	0	10	13	22
k141_7345028	940	0	0	0	10	13	22
k141_7345028	941	0	0	0	10	13	22
k141_7345028	942	0	0	0	10	13	22
k141_7345028	943	0	0	0	10	13	22
k141_7345028	944	0	0	0	10	12	22
k141_7345028	945	0	0	0	10	13	22
k141_7345028	946	0	0	0	10	13	22
k141_7345028	947	0	0	0	10	13	22
k141_7345028	948	0	0	0	10	13	22
k141_7345028	949	0	0	0	10	13	22
k141_7345028	950	0	0	0	10	13	22
k141_7345028	951	0	0	0	10	12	22
k141_7345028	952	0	0	0	10	12	22
k141_7345028	953	0	0	0	10	12	20
k141_7345028	954	0	0	0	10	12	20
k141_7345028	955	0	0	0	10	11	20
k141_7345028	956	0	0	0	10	10	21
k141_7345028	957	0	0	0	10	10	21
k141_7345028	958	0	0	0	10	11	21
k141_7345028	959	0	0	0	10	10	21
k141_7345028	960	0	0	0	10	10	21
k141_7345028	961	0	0	0	10	10	21
k141_7345028	962	0	0	0	9	10	22
k141_7345028	963	0	0	0	9	10	22
k141_7345028	964	0	0	0	9	9	22
k141_7345028	965	0	0	0	9	9	22
k141_7345028	966	0	0	0	9	9	22
k141_7345028	967	0	0	0	9	9	22
k141_7345028	968	0	0	0	9	9	22
k141_7345028	969	0	0	0	9	9	22
k141_7345028	970	0	0	0	9	9	22
k141_7345028	971	0	0	0	9	10	22
k141_7345028	972	0	0	0	9	10	22
k141_7345028	973	0	0	0	9	10	22
k141_7345028	974	0	0	0	9	10	22
k141_7345028	975	0	0	0	8	10	22
k141_7345028	976	0	0	0	8	10	22
k141_7345028	977	0	0	0	8	10	22
k141_7345028	978	0	0	0	8	10	22
k141_7345028	979	0	0	0	8	10	21
k141_7345028	980	0	0	0	8	9	21
k141_7345028	981	0	0	0	8	10	22
k141_7345028	982	0	0	0	8	10	22
k141_7345028	983	0	0	0	8	10	22
k141_7345028	984	0	0	0	8	10	22
k141_7345028	985	0	0	0	8	10	22
k141_7345028	986	0	0	0	8	10	22
k141_7345028	987	0	0	0	8	10	22
k141_7345028	988	0	0	0	8	10	21
k141_7345028	989	0	0	0	8	11	21
k141_7345028	990	0	0	0	7	11	20
k141_7345028	991	0	0	0	7	11	20
k141_7345028	992	0	0	0	7	12	20
k141_7345028	993	0	0	0	7	12	20
k141_7345028	994	0	0	0	7	12	20
k141_7345028	995	0	0	0	7	12	19
k141_7345028	996	0	0	0	7	12	19
k141_7345028	997	0	0	0	7	13	19
k141_7345028	998	0	0	0	7	13	18
k141_7345028	999	0	0	0	7	13	18
k141_7345028	1000	0	0	0	7	13	19
k141_7345028	1001	0	0	0	7	13	19
k141_7345028	1002	0	0	0	8	14	19
k141_7345028	1003	0	0	0	8	14	19
k141_7345028	1004	0	0	0	8	14	19
k141_7345028	1005	0	0	0	8	14	19
k141_7345028	1006	0	0	0	8	14	19
k141_7345028	1007	0	0	0	7	14	18
k141_7345028	1008	0	0	0	7	14	18
k141_7345028	1009	0	0	0	7	13	16
k141_7345028	1010	0	0	0	7	13	16
k141_7345028	1011	0	0	0	7	13	16
k141_7345028	1012	0	0	0	7	13	16
k141_7345028	1013	0	0	0	7	13	16
k141_7345028	1014	0	0	0	7	13	16
k141_7345028	1015	0	0	0	7	13	16
k141_7345028	1016	0	0	0	6	16	16
k141_7345028	1017	0	0	0	5	15	16
k141_7345028	1018	0	0	0	5	15	16
k141_7345028	1019	0	0	0	5	14	15
k141_7345028	1020	0	0	0	4	14	15
k141_7345028	1021	0	0	0	6	14	15
k141_7345028	1022	0	0	0	6	14	15
k141_7345028	1023	0	0	0	6	14	15
k141_7345028	1024	0	0	0	6	14	15
k141_7345028	1025	0	0	0	6	15	15
k141_7345028	1026	0	0	0	6	16	16
k141_7345028	1027	0	0	0	6	16	17
k141_7345028	1028	0	0	0	6	17	17
k141_7345028	1029	0	0	0	6	17	17
k141_7345028	1030	0	0	0	6	17	17
k141_7345028	1031	0	0	0	6	17	17
k141_7345028	1032	0	0	0	7	17	17
k141_7345028	1033	0	0	0	7	18	17
k141_7345028	1034	0	0	0	7	18	16
k141_7345028	1035	0	0	0	7	18	16
k141_7345028	1036	0	0	0	7	18	16
k141_7345028	1037	0	0	0	7	18	16
k141_7345028	1038	0	0	0	7	18	16
k141_7345028	1039	0	0	0	7	18	16
k141_7345028	1040	0	0	0	5	18	16
k141_7345028	1041	0	0	0	5	18	16
k141_7345028	1042	0	0	0	5	18	16
k141_7345028	1043	0	0	0	5	18	17
k141_7345028	1044	0	0	0	5	17	17
k141_7345028	1045	0	0	0	5	17	17
k141_7345028	1046	0	0	0	5	17	17
k141_7345028	1047	0	0	0	5	17	17
k141_7345028	1048	0	0	0	5	17	17
k141_7345028	1049	0	0	0	5	17	17
k141_7345028	1050	0	0	0	5	17	16
k141_7345028	1051	0	0	0	5	17	16
k141_7345028	1052	0	0	0	5	17	16
k141_7345028	1053	0	0	0	5	17	16
k141_7345028	1054	0	0	0	5	17	16
k141_7345028	1055	0	0	0	5	17	16
k141_7345028	1056	0	0	0	5	17	16
k141_7345028	1057	0	0	0	5	16	16
k141_7345028	1058	0	0	0	5	16	16
k141_7345028	1059	0	0	0	5	18	17
k141_7345028	1060	0	0	0	5	18	18
k141_7345028	1061	0	0	0	6	18	18
k141_7345028	1062	0	0	0	6	18	18
k141_7345028	1063	0	0	0	6	18	18
k141_7345028	1064	0	0	0	7	18	18
k141_7345028	1065	0	0	0	7	17	18
k141_7345028	1066	0	0	0	7	17	19
k141_7345028	1067	0	0	0	6	17	18
k141_7345028	1068	0	0	0	6	19	18
k141_7345028	1069	0	0	0	6	19	18
k141_7345028	1070	0	0	0	6	19	18
k141_7345028	1071	0	0	0	6	19	19
k141_7345028	1072	0	0	0	4	19	19
k141_7345028	1073	0	0	0	4	19	19
k141_7345028	1074	0	0	0	5	20	21
k141_7345028	1075	0	0	0	5	20	21
k141_7345028	1076	0	0	0	5	20	21
k141_7345028	1077	0	0	0	5	20	21
k141_7345028	1078	0	0	0	5	20	21
k141_7345028	1079	0	0	0	5	20	22
k141_7345028	1080	0	0	0	5	20	22
k141_7345028	1081	0	0	0	5	20	21
k141_7345028	1082	0	0	0	5	20	21
k141_7345028	1083	0	0	0	5	20	21
k141_7345028	1084	0	0	0	5	21	21
k141_7345028	1085	0	0	0	5	21	21
k141_7345028	1086	0	0	0	5	21	21
k141_7345028	1087	0	0	0	5	20	21
k141_7345028	1088	0	0	0	5	20	21
k141_7345028	1089	0	0	0	5	20	21
k141_7345028	1090	0	0	0	5	20	21
k141_7345028	1091	0	0	0	5	20	21
k141_7345028	1092	0	0	0	5	21	21
k141_7345028	1093	0	0	0	5	21	21
k141_7345028	1094	0	0	0	5	21	21
k141_7345028	1095	0	0	0	5	21	21
k141_7345028	1096	0	0	0	5	21	21
k141_7345028	1097	0	0	0	5	21	21
k141_7345028	1098	0	0	0	5	21	20
k141_7345028	1099	0	0	0	5	21	20
k141_7345028	1100	0	0	0	5	20	20
k141_7345028	1101	0	0	0	5	20	20
k141_7345028	1102	0	0	0	5	20	20
k141_7345028	1103	0	0	0	6	21	20
k141_7345028	1104	0	0	0	6	21	20
k141_7345028	1105	0	0	0	6	21	20
k141_7345028	1106	0	0	0	6	21	20
k141_7345028	1107	0	0	0	6	21	20
k141_7345028	1108	0	0	0	7	21	20
k141_7345028	1109	0	0	0	7	21	20
k141_7345028	1110	0	0	0	7	21	20
k141_7345028	1111	0	0	0	7	21	20
k141_7345028	1112	0	0	0	7	21	20
k141_7345028	1113	0	0	0	7	20	20
k141_7345028	1114	0	0	0	7	20	20
k141_7345028	1115	0	0	0	7	20	20
k141_7345028	1116	0	0	0	9	20	20
k141_7345028	1117	0	0	0	9	20	20
k141_7345028	1118	0	0	0	9	20	20
k141_7345028	1119	0	0	0	9	20	20
k141_7345028	1120	0	0	0	9	19	20
k141_7345028	1121	0	0	0	9	20	21
k141_7345028	1122	0	0	0	9	21	21
k141_7345028	1123	0	0	0	9	20	20
k141_7345028	1124	0	0	0	9	20	20
k141_7345028	1125	0	0	0	9	20	20
k141_7345028	1126	0	0	0	9	20	19
k141_7345028	1127	0	0	0	9	20	19
k141_7345028	1128	0	0	0	10	19	21
k141_7345028	1129	0	0	0	10	19	21
k141_7345028	1130	0	0	0	10	20	21
k141_7345028	1131	0	0	0	10	20	21
k141_7345028	1132	0	0	0	10	20	21
k141_7345028	1133	0	0	0	10	21	21
k141_7345028	1134	0	0	0	10	20	20
k141_7345028	1135	0	0	0	10	20	20
k141_7345028	1136	0	0	0	10	20	20
k141_7345028	1137	0	0	0	10	20	20
k141_7345028	1138	0	0	0	10	20	20
k141_7345028	1139	0	0	0	10	20	20
k141_7345028	1140	0	0	0	10	20	20
k141_7345028	1141	0	0	0	10	20	20
k141_7345028	1142	0	0	0	10	20	19
k141_7345028	1143	0	0	0	10	20	19
k141_7345028	1144	0	0	0	9	19	18
k141_7345028	1145	0	0	0	9	19	18
k141_7345028	1146	0	0	0	9	19	18
k141_7345028	1147	0	0	0	9	19	18
k141_7345028	1148	0	0	0	9	19	18
k141_7345028	1149	0	0	0	9	19	18
k141_7345028	1150	0	0	0	9	19	18
k141_7345028	1151	0	0	0	9	19	18
k141_7345028	1152	0	0	0	9	19	18
k141_7345028	1153	0	0	0	9	20	18
k141_7345028	1154	0	0	0	9	20	18
k141_7345028	1155	0	0	0	9	20	19
k141_7345028	1156	0	0	0	10	20	18
k141_7345028	1157	0	0	0	10	20	18
k141_7345028	1158	0	0	0	10	16	17
k141_7345028	1159	0	0	0	10	16	15
k141_7345028	1160	0	0	0	10	16	15
k141_7345028	1161	0	0	0	10	16	15
k141_7345028	1162	0	0	0	10	16	15
k141_7345028	1163	0	0	0	10	16	15
k141_7345028	1164	0	0	0	10	16	15
k141_7345028	1165	0	0	0	10	16	15
k141_7345028	1166	0	0	0	10	15	14
k141_7345028	1167	0	0	0	10	15	14
k141_7345028	1168	0	0	0	10	14	12
k141_7345028	1169	0	0	0	10	14	11
k141_7345028	1170	0	0	0	10	13	11
k141_7345028	1171	0	0	0	10	13	12
k141_7345028	1172	0	0	0	10	13	12
k141_7345028	1173	0	0	0	10	13	12
k141_7345028	1174	0	0	0	9	14	11
k141_7345028	1175	0	0	0	9	14	11
k141_7345028	1176	0	0	0	9	14	11
k141_7345028	1177	0	0	0	9	14	11
k141_7345028	1178	0	0	0	9	14	11
k141_7345028	1179	0	0	0	9	14	12
k141_7345028	1180	0	0	0	10	15	12
k141_7345028	1181	0	0	0	12	19	12
k141_7345028	1182	0	0	0	12	20	11
k141_7345028	1183	0	0	0	12	20	11
k141_7345028	1184	0	0	0	12	20	11
k141_7345028	1185	0	0	0	12	20	10
k141_7345028	1186	0	0	0	12	20	10
k141_7345028	1187	0	0	0	12	20	10
k141_7345028	1188	0	0	0	12	20	10
k141_7345028	1189	0	0	0	12	20	10
k141_7345028	1190	0	0	0	12	20	10
k141_7345028	1191	0	0	0	13	20	10
k141_7345028	1192	0	0	0	13	21	10
k141_7345028	1193	0	0	0	13	21	10
k141_7345028	1194	0	0	0	13	21	10
k141_7345028	1195	0	0	0	13	21	10
k141_7345028	1196	0	0	0	13	21	10
k141_7345028	1197	0	0	0	13	21	10
k141_7345028	1198	0	0	0	13	21	10
k141_7345028	1199	0	0	0	13	21	10
k141_7345028	1200	0	0	0	13	21	10
k141_7345028	1201	0	0	0	13	19	9
k141_7345028	1202	0	0	0	12	19	8
k141_7345028	1203	0	0	0	11	19	8
k141_7345028	1204	0	0	0	11	19	8
k141_7345028	1205	0	0	0	11	19	8
k141_7345028	1206	0	0	0	10	19	8
k141_7345028	1207	0	0	0	10	19	8
k141_7345028	1208	0	0	0	12	19	8
k141_7345028	1209	0	0	0	12	19	8
k141_7345028	1210	0	0	0	11	17	8
k141_7345028	1211	0	0	0	11	17	8
k141_7345028	1212	0	0	0	11	17	8
k141_7345028	1213	0	0	0	12	17	8
k141_7345028	1214	0	0	0	12	17	8
k141_7345028	1215	0	0	0	12	17	8
k141_7345028	1216	0	0	0	11	16	7
k141_7345028	1217	0	0	0	11	17	7
k141_7345028	1218	0	0	0	11	17	7
k141_7345028	1219	0	0	0	11	17	7
k141_7345028	1220	0	0	0	11	17	7
k141_7345028	1221	0	0	0	11	17	7
k141_7345028	1222	0	0	0	11	17	7
k141_7345028	1223	0	0	0	12	17	7
k141_7345028	1224	0	0	0	12	17	7
k141_7345028	1225	0	0	0	12	17	8
k141_7345028	1226	0	0	0	12	16	8
k141_7345028	1227	0	0	0	12	16	8
k141_7345028	1228	0	0	0	12	16	8
k141_7345028	1229	0	0	0	12	16	8
k141_7345028	1230	0	0	0	12	16	8
k141_7345028	1231	0	0	0	12	16	8
k141_7345028	1232	0	0	0	12	16	8
k141_7345028	1233	0	0	0	13	17	8
k141_7345028	1234	0	0	0	13	16	8
k141_7345028	1235	0	0	0	13	16	8
k141_7345028	1236	0	0	0	13	16	8
k141_7345028	1237	0	0	0	13	16	8
k141_7345028	1238	0	0	0	13	16	8
k141_7345028	1239	0	0	0	13	16	8
k141_7345028	1240	0	0	0	13	17	8
k141_7345028	1241	0	0	0	13	17	8
k141_7345028	1242	0	0	0	13	17	8
k141_7345028	1243	0	0	0	13	17	8
k141_7345028	1244	0	0	0	13	17	8
k141_7345028	1245	0	0	0	12	16	8
k141_7345028	1246	0	0	0	12	16	7
k141_7345028	1247	0	0	0	12	16	7
k141_7345028	1248	0	0	0	13	18	8
k141_7345028	1249	0	0	0	13	17	8
k141_7345028	1250	0	0	0	13	17	8
k141_7345028	1251	0	0	0	13	17	8
k141_7345028	1252	0	0	0	13	17	8
k141_7345028	1253	0	0	0	13	17	8
k141_7345028	1254	0	0	0	13	17	8
k141_7345028	1255	0	0	0	13	17	8
k141_7345028	1256	0	0	0	13	17	8
k141_7345028	1257	0	0	0	13	17	8
k141_7345028	1258	0	0	0	12	17	8
k141_7345028	1259	0	0	0	12	18	8
k141_7345028	1260	0	0	0	12	18	8
k141_7345028	1261	0	0	0	15	18	8
k141_7345028	1262	0	0	0	15	18	8
k141_7345028	1263	0	0	0	16	17	7
k141_7345028	1264	0	0	0	16	15	7
k141_7345028	1265	0	0	0	16	15	7
k141_7345028	1266	0	0	0	16	15	7
k141_7345028	1267	0	0	0	16	15	7
k141_7345028	1268	0	0	0	16	15	7
k141_7345028	1269	0	0	0	16	15	7
k141_7345028	1270	0	0	0	15	15	5
k141_7345028	1271	0	0	0	15	17	5
k141_7345028	1272	0	0	0	14	15	5
k141_7345028	1273	0	0	0	14	15	5
k141_7345028	1274	0	0	0	14	15	5
k141_7345028	1275	0	0	0	14	14	4
k141_7345028	1276	0	0	0	14	14	4
k141_7345028	1277	0	0	0	14	14	4
k141_7345028	1278	0	0	0	14	14	4
k141_7345028	1279	0	0	0	14	14	4
k141_7345028	1280	0	0	0	14	14	4
k141_7345028	1281	0	0	0	14	14	4
k141_7345028	1282	0	0	0	14	14	4
k141_7345028	1283	0	0	0	14	14	4
k141_7345028	1284	0	0	0	14	14	4
k141_7345028	1285	0	0	0	14	14	4
k141_7345028	1286	0	0	0	14	14	4
k141_7345028	1287	0	0	0	14	14	4
k141_7345028	1288	0	0	0	14	14	4
k141_7345028	1289	0	0	0	17	14	4
k141_7345028	1290	0	0	0	17	14	4
k141_7345028	1291	0	0	0	17	14	4
k141_7345028	1292	0	0	0	18	14	5
k141_7345028	1293	0	0	0	18	14	5
k141_7345028	1294	0	0	0	18	14	6
k141_7345028	1295	0	0	0	18	13	6
k141_7345028	1296	0	0	0	19	13	7
k141_7345028	1297	0	0	0	19	13	6
k141_7345028	1298	0	0	0	19	13	6
k141_7345028	1299	0	0	0	19	13	6
k141_7345028	1300	0	0	0	19	13	6
k141_7345028	1301	0	0	0	19	13	6
k141_7345028	1302	0	0	0	19	13	8
k141_7345028	1303	0	0	0	20	13	8
k141_7345028	1304	0	0	0	20	13	9
k141_7345028	1305	0	0	0	20	13	9
k141_7345028	1306	0	0	0	21	13	10
k141_7345028	1307	0	0	0	22	14	10
k141_7345028	1308	0	0	0	22	14	10
k141_7345028	1309	0	0	0	22	14	10
k141_7345028	1310	0	0	0	21	14	10
k141_7345028	1311	0	0	0	23	16	13
k141_7345028	1312	0	0	0	23	16	13
k141_7345028	1313	0	0	0	23	16	12
k141_7345028	1314	0	0	0	23	16	13
